"Accident.Number","Date.and.Time","Number.of.Motor.Vehicles","Number.of.Injuries","Number.of.Fatalities","Property.Damage","Hit.and.Run","Collision.Type.Description","Weather.Description","Illumination.Description","Street.Address","City","Precinct","Latitude","Longitude","HarmfulDescriptions","Zip.Code","Year","Month","Season","Hour","Weekday","DayType","Accident","Fatality_category"
9.98028376409897e-314,2020-05-05 03:43:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","NOLENSVILLE PKE & HAYWOOD LN","NASHVILLE","MIDTOW",36.06752,-86.71854,"BUILDING","37211","2020","May","Spring","03","Tuesday","Weekday","No Injuries","No Fatalities"
9.98029297496481e-314,2020-05-13 08:10:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 52 4 I 24","NASHVILLE","HERMIT",36.13829,-86.72677,"WALL","37210","2020","May","Spring","08","Wednesday","Weekday","No Injuries","No Fatalities"
9.98029302634764e-314,2020-05-13 09:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 4 2 I 440","NASHVILLE","MIDTOW",36.11613,-86.78552,"OTHER OBJECT (NOT FIXED);CONCRETE TRAFFIC BARRIER","37204","2020","May","Spring","09","Wednesday","Weekday","No Injuries","No Fatalities"
9.98029308761178e-314,2020-05-13 10:20:00,2,1,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","BRILEY PKWYN & BRILEY PKWYS","NASHVILLE","SOUTH",36.10933,-86.72756,"MOTOR VEHICLE IN TRANSPORT","37211","2020","May","Spring","10","Wednesday","Weekday","Injuries","No Fatalities"
9.98029309848122e-314,2020-05-13 10:30:00,2,0,0,NA,"N","ANGLE","RAIN","DAWN","DICKERSON PKE & BELL GRIMES LN","MADISON","MADISO",36.26875,-86.75595,"MOTOR VEHICLE IN TRANSPORT","37115","2020","May","Spring","10","Wednesday","Weekday","No Injuries","No Fatalities"
9.98029312022011e-314,2020-05-13 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","MM 86 5 I 65","NASHVILLE","NORTH",36.19344,-86.77683,"","37207","2020","May","Spring","05","Wednesday","Weekday","No Injuries","No Fatalities"
9.9802931231845e-314,2020-05-13 11:12:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAWN","MM 33 0 I 24","JOELTON","NORTH",36.33145,-86.90111,"MOTOR VEHICLE IN TRANSPORT","37080","2020","May","Spring","11","Wednesday","Weekday","No Injuries","No Fatalities"
9.98029312911329e-314,2020-05-13 11:20:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAWN","HIGHWAY 70S & CARRIAGE DR","NASHVILLE","WEST",36.07623,-86.94302,"OTHER OBJECT (NOT FIXED)","37221","2020","May","Spring","11","Wednesday","Weekday","No Injuries","No Fatalities"
9.98029313948867e-314,2020-05-13 11:30:00,3,1,0,NA,"Y","Front to Rear","RAIN","DAYLIGHT","MM 32 4 I 24","JOELTON","NORTH",36.33561,-86.91042,"MOTOR VEHICLE IN TRANSPORT","37080","2020","May","Spring","11","Wednesday","Weekday","Injuries","No Fatalities"
9.9802931577691e-314,2020-05-13 12:11:00,2,1,0,NA,"N","ANGLE","RAIN","DAYLIGHT","LEALAND LN & BATTERY LN","NASHVILLE","MIDTOW",36.08832,-86.791,"MOTOR VEHICLE IN TRANSPORT","37220","2020","May","Spring","12","Wednesday","Weekday","Injuries","No Fatalities"
9.98027432349261e-314,2020-04-28 05:00:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","KATIE AV & WEAKLEY AV","NASHVILLE","NORTH",36.19939,-86.78007,"DITCH","37207","2020","April","Spring","05","Tuesday","Weekday","No Injuries","No Fatalities"
9.98027433535019e-314,2020-04-28 10:28:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 86 6 I 65","NASHVILLE","NORTH",36.19577,-86.77611,"Ran Off Road-Left;EMBANKMENT ROCK/STONE/CONCRETE","37207","2020","April","Spring","10","Tuesday","Weekday","Injuries","No Fatalities"
9.98029319383589e-314,2020-05-13 11:40:00,2,0,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","MM 32 8 I 24","JOELTON","NORTH",36.333,-86.90461,"MOTOR VEHICLE IN TRANSPORT","37080","2020","May","Spring","11","Wednesday","Weekday","No Injuries","No Fatalities"
9.98027433633832e-314,2020-04-28 10:30:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","ED TEMPLE BLVD & ROSA L PARKS BLVD","NASHVILLE","NORTH",36.18799,-86.82156,"MOTOR VEHICLE IN TRANSPORT","37228","2020","April","Spring","10","Tuesday","Weekday","No Injuries","No Fatalities"
9.98027434572557e-314,2020-04-28 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","MM 86 5 I 65","NASHVILLE","NORTH",36.19328,-86.777,"DITCH","37207","2020","April","Spring","05","Tuesday","Weekday","No Injuries","No Fatalities"
9.9802743467137e-314,2020-04-28 10:50:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","I24E & I24 W ENT RAMP","NASHVILLE","HERMIT",36.1384,-86.72737,"GUARDRAIL FACE","37210","2020","April","Spring","10","Tuesday","Weekday","No Injuries","No Fatalities"
9.98027437191105e-314,2020-04-28 10:33:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","ASHLAND CITY HWY & ASHLAND CITY HWY WB E","NASHVILLE","NORTH",36.21009,-86.8731,"MOTOR VEHICLE IN TRANSPORT","37218","2020","April","Spring","10","Tuesday","Weekday","No Injuries","No Fatalities"
9.98027439513213e-314,2020-04-28 12:00:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","BRILEY PKWYW & BUENA VISTA PKE","NASHVILLE","NORTH",36.23241,-86.82612,"MOTOR VEHICLE IN TRANSPORT","37218","2020","April","Spring","12","Tuesday","Weekday","No Injuries","No Fatalities"
9.980275718734e-314,2020-04-25 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 88 5 I 65","NASHVILLE","NORTH",36.22397,-86.77454,"GUARDRAIL FACE","37207","2020","April","Spring","05","Saturday","Weekend","No Injuries","No Fatalities"
9.98028713263855e-314,2020-05-08 11:46:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","I40 E ENT RAMP & I 40","NASHVILLE","WEST",36.15419,-86.75877,"MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE","37205","2020","May","Spring","11","Friday","Weekday","No Injuries","No Fatalities"
9.98028715240117e-314,2020-05-08 12:12:00,2,0,0,NA,"N","ANGLE","RAIN","DAYLIGHT","2ND AVS & LAFAYETTE ST","NASHVILLE","HERMIT",36.15069,-86.76795,"MOTOR VEHICLE IN TRANSPORT","37210","2020","May","Spring","12","Friday","Weekday","No Injuries","No Fatalities"
9.98028716080029e-314,2020-05-08 12:23:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","MM 36 2 I 24","WHITES CREEK","NORTH",36.31963,-86.84633,"MOTOR VEHICLE IN TRANSPORT","37189","2020","May","Spring","12","Friday","Weekday","No Injuries","No Fatalities"
9.98033077790364e-314,2020-06-19 00:44:00,2,2,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","MM 58 6 I 24","ANTIOCH","SOUTH",36.05178,-86.66986,"MOTOR VEHICLE IN TRANSPORT","37013","2020","June","Summer","00","Friday","Weekday","Injuries","No Fatalities"
9.98033079371374e-314,2020-06-19 01:00:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","MM 57 2 I 24","NASHVILLE","SOUTH",36.06697,-86.68683,"MOTOR VEHICLE IN TRANSPORT","37211","2020","June","Summer","01","Friday","Weekday","No Injuries","No Fatalities"
9.98033079865439e-314,2020-06-18 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","4000 BELL RD","HERMITAGE","HERMIT",36.1614,-86.59823,"","37076","2020","June","Summer","05","Thursday","Weekday","No Injuries","No Fatalities"
9.98033291374942e-314,2020-06-21 12:38:00,3,1,0,NA,"N","REAR-TO-REAR","RAIN","DAYLIGHT","10TH AVS & 10TH AVN","NASHVILLE","CENTRA",36.15795,-86.78431,"MOTOR VEHICLE IN TRANSPORT","37203","2020","June","Summer","12","Sunday","Weekend","Injuries","No Fatalities"
9.98033291770195e-314,2020-06-21 12:49:00,2,0,0,NA,"N","ANGLE","RAIN","DAYLIGHT","US HWY 31W & UNKNOWN RAMP","NASHVILLE","EAST",36.242,-86.75696,"MOTOR VEHICLE IN TRANSPORT","37207","2020","June","Summer","12","Sunday","Weekend","No Injuries","No Fatalities"
9.98033292313667e-314,2020-06-21 11:01:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","MM 86 2 I 65","NASHVILLE","CENTRA",36.19192,-86.78238,"MOTOR VEHICLE IN TRANSPORT","37207","2020","June","Summer","11","Sunday","Weekend","No Injuries","No Fatalities"
9.98033309457745e-314,2020-06-21 05:00:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","MM 57 4 I 24","ANTIOCH","SOUTH",36.06428,-86.68405,"MOTOR VEHICLE IN TRANSPORT","37013","2020","June","Summer","05","Sunday","Weekend","No Injuries","No Fatalities"
9.98033309754184e-314,2020-06-21 05:00:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","PIN HOOK RD & GROVEDALE TRC","ANTIOCH","SOUTH",36.04982,-86.6044,"UTILITY POLE","37013","2020","June","Summer","05","Sunday","Weekend","No Injuries","No Fatalities"
9.98033422796404e-314,2020-06-23 01:30:00,3,1,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","NOLENSVILLE PKE & RAYMOND ST","NASHVILLE","SOUTH",36.09887,-86.73909,"MOTOR VEHICLE IN TRANSPORT","37211","2020","June","Summer","01","Tuesday","Weekday","Injuries","No Fatalities"
9.98033424130381e-314,2020-06-23 01:50:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 212 0 I 40","NASHVILLE","HERMIT",36.14725,-86.74399,"","37210","2020","June","Summer","01","Tuesday","Weekday","Injuries","No Fatalities"
9.98033424772667e-314,2020-06-23 01:49:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - NOT LIGHTED","JUAREZ DR & LEBANON PKE","HERMITAGE","HERMIT",36.19288,-86.62383,"MOTOR VEHICLE IN TRANSPORT","37076","2020","June","Summer","01","Tuesday","Weekday","No Injuries","No Fatalities"
9.9803186965164e-314,2020-06-05 02:07:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","5272 CANE RIDGE RD","ANTIOCH","SOUTH",36.04534,-86.66186,"OTHER OBJECT (NOT FIXED)","37013","2020","June","Summer","02","Friday","Weekday","No Injuries","No Fatalities"
9.98031869849266e-314,2020-06-05 02:23:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","BRICK CHURCH PARK DR & CAPPS DR","NASHVILLE","NORTH",36.22775,-86.78669,"FENCE","37207","2020","June","Summer","02","Friday","Weekday","Injuries","No Fatalities"
9.98033443596568e-314,2020-06-23 07:15:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 54 4 I 24","NASHVILLE","SOUTH",36.1019,-86.7131,"GUARDRAIL FACE","37211","2020","June","Summer","07","Tuesday","Weekday","No Injuries","No Fatalities"
9.98033449871201e-314,2020-06-23 09:12:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","I24 W ENT RAMP & I 40","NASHVILLE","HERMIT",36.13907,-86.72688,"EMBANKMENT EARTH","37217","2020","June","Summer","09","Tuesday","Weekday","No Injuries","No Fatalities"
9.98031871973748e-314,2020-06-05 02:35:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","3RD AVN & UNION ST","NASHVILLE","CENTRA",36.16548,-86.77853,"MOTOR VEHICLE IN TRANSPORT","37201","2020","June","Summer","02","Friday","Weekday","No Injuries","No Fatalities"
9.98031873554758e-314,2020-06-05 03:08:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","BELL RD & CANE RIDGE RD","ANTIOCH","SOUTH",36.04479,-86.66185,"MOTOR VEHICLE IN TRANSPORT","37013","2020","June","Summer","03","Friday","Weekday","No Injuries","No Fatalities"
9.9803345234153e-314,2020-06-23 10:06:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAWN","MM 52 4 I 24","NASHVILLE","HERMIT",36.13832,-86.72678,"Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE","37210","2020","June","Summer","10","Tuesday","Weekday","Injuries","No Fatalities"
9.98031874740516e-314,2020-06-05 03:19:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","PEBBLE CREEK DR & CYPRESS LEAF CT","ANTIOCH","SOUTH",36.07381,-86.66208,"TREE","37013","2020","June","Summer","03","Friday","Weekday","No Injuries","No Fatalities"
9.98031874789922e-314,2020-06-05 03:24:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","RURAL HILL RD & TOOK LN","ANTIOCH","SOUTH",36.05786,-86.64569,"DITCH;FENCE;Ran Off Road-Left;Cross Center Line","37013","2020","June","Summer","03","Friday","Weekday","Injuries","No Fatalities"
9.98031293324064e-314,2020-05-30 00:30:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","NOLENSVILLE PKE & ALLIED DR","NASHVILLE","SOUTH",36.09692,-86.73806,"MOTOR VEHICLE IN TRANSPORT","37211","2020","May","Spring","00","Saturday","Weekend","No Injuries","No Fatalities"
9.98031875481614e-314,2020-06-05 03:55:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 210 8 I 40","NASHVILLE","CENTRA",36.15458,-86.76209,"DITCH","37210","2020","June","Summer","03","Friday","Weekday","Injuries","No Fatalities"
9.98031294163975e-314,2020-05-30 00:39:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","MOSSDALE DR & BELL RD","NASHVILLE","HERMIT",36.08278,-86.6287,"MOTOR VEHICLE IN TRANSPORT","37217","2020","May","Spring","00","Saturday","Weekend","No Injuries","No Fatalities"
9.98031875580427e-314,2020-06-05 04:00:00,3,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 87 3 I 65","NASHVILLE","EAST",36.20662,-86.77647,"MOTOR VEHICLE IN TRANSPORT","37207","2020","June","Summer","04","Friday","Weekday","No Injuries","No Fatalities"
9.9803187597568e-314,2020-06-05 03:24:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 88 6 I 65","NASHVILLE","EAST",36.22473,-86.77452,"GUARDRAIL FACE","37207","2020","June","Summer","03","Friday","Weekday","No Injuries","No Fatalities"
9.9803129826472e-314,2020-05-30 01:18:00,2,0,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","W OAK HIGHLAND DR & BLUE HOLE RD","ANTIOCH","SOUTH",36.0352,-86.67599,"MOTOR VEHICLE IN TRANSPORT","37013","2020","May","Spring","01","Saturday","Weekend","No Injuries","No Fatalities"
9.98031876222713e-314,2020-06-05 04:12:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","MM 54 8 I 24","NASHVILLE","SOUTH",36.09725,-86.7089,"MOTOR VEHICLE IN TRANSPORT","37211","2020","June","Summer","04","Friday","Weekday","Injuries","No Fatalities"
9.98031880175238e-314,2020-06-05 04:04:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","Dark-Unknown Lighting","MM 53 3 I 24","NASHVILLE","SOUTH",36.11451,-86.72457,"MOTOR VEHICLE IN TRANSPORT","37210","2020","June","Summer","04","Friday","Weekday","No Injuries","No Fatalities"
9.98031888080288e-314,2020-06-05 03:05:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","Dark-Unknown Lighting","MM 215 0 I 40","NASHVILLE","HERMIT",36.14197,-86.67477,"OTHER OBJECT (NOT FIXED)","37214","2020","June","Summer","03","Friday","Weekday","No Injuries","No Fatalities"
9.98031303057157e-314,2020-05-30 02:00:00,2,1,0,NA,"N","Front to Rear","RAIN","DARK - NOT LIGHTED","MURFREESBORO PKE & MOUNTAIN SPRINGS RD","ANTIOCH","SOUTH",36.04784,-86.61205,"MOTOR VEHICLE IN TRANSPORT","37013","2020","May","Spring","02","Saturday","Weekend","Injuries","No Fatalities"
9.98031304094695e-314,2020-05-30 01:50:00,3,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","UNA ANTIOCH PKE & OAKWOOD FOREST DR","ANTIOCH","SOUTH",36.07822,-86.6569,"MOTOR VEHICLE IN TRANSPORT","37013","2020","May","Spring","01","Saturday","Weekend","No Injuries","No Fatalities"
9.98033609948471e-314,2020-06-25 00:13:00,2,0,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","MM 55 8 I 24","NASHVILLE","SOUTH",36.0854,-86.6998,"MOTOR VEHICLE IN TRANSPORT","37211","2020","June","Summer","00","Thursday","Weekday","No Injuries","No Fatalities"
9.9803361197414e-314,2020-06-25 00:40:00,1,2,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DUSK","HAMILTON CHURCH RD & MURFREESBORO PKE","ANTIOCH","SOUTH",36.06438,-86.62891,"","37013","2020","June","Summer","00","Thursday","Weekday","Injuries","No Fatalities"
9.98033612715238e-314,2020-06-25 00:50:00,2,0,0,NA,"N","SIDESWIPE - OPPOSITE DIRECTION","RAIN","DARK - LIGHTED","CENTRAL PKE & TULIP GROVE RD","HERMITAGE","HERMIT",36.17248,-86.59511,"MOTOR VEHICLE IN TRANSPORT","37076","2020","June","Summer","00","Thursday","Weekday","No Injuries","No Fatalities"
9.98033613209304e-314,2020-06-25 00:36:00,2,0,0,NA,"Y","UNKNOWN","RAIN","DUSK","HAYWOOD SQUARE PVTDR & CUMBERLAND LANES","NASHVILLE","SOUTH",36.06874,-86.69322,"PARKED MOTOR VEHICLE","37211","2020","June","Summer","00","Thursday","Weekday","No Injuries","No Fatalities"
9.98033616618357e-314,2020-06-25 01:43:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 58 4 I 24","ANTIOCH","SOUTH",36.05377,-86.67299,"CONCRETE TRAFFIC BARRIER","37013","2020","June","Summer","01","Thursday","Weekday","Injuries","No Fatalities"
9.9803216332426e-314,2020-06-09 02:43:00,2,1,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","MILL CREEK WHITTLEMORE GRNWY & NOLENSVIL","ANTIOCH","SOUTH",36.04245,-86.71294,"MOTOR VEHICLE IN TRANSPORT","37013","2020","June","Summer","02","Tuesday","Weekday","Injuries","No Fatalities"
9.98032165053489e-314,2020-06-09 03:07:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","BRILEY PKWYW & BRILEY PKWYE","NASHVILLE","NORTH",36.23085,-86.82878,"CONCRETE TRAFFIC BARRIER","37218","2020","June","Summer","03","Tuesday","Weekday","Injuries","No Fatalities"
9.98032169450674e-314,2020-06-08 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","BELLSHIRE DR & BELLSHIRE CT","NASHVILLE","MADISO",36.26196,-86.77242,"DITCH;Ran Off Road-Right","37207","2020","June","Summer","05","Monday","Weekday","No Injuries","No Fatalities"
9.98032185310181e-314,2020-06-09 07:30:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - NOT LIGHTED","BETHWOOD DR & OAKWOOD AV","NASHVILLE","EAST",36.21294,-86.75347,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37207","2020","June","Summer","07","Tuesday","Weekday","No Injuries","No Fatalities"
9.98032189312113e-314,2020-06-09 12:22:00,2,1,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","HARDING PL & HARDING MALL DR","NASHVILLE","SOUTH",36.0804,-86.72295,"MOTOR VEHICLE IN TRANSPORT","37211","2020","June","Summer","12","Tuesday","Weekday","Injuries","No Fatalities"
9.98032189410926e-314,2020-06-09 12:22:00,4,0,0,NA,"N","Front to Rear","RAIN","DAYLIGHT","OVERHILL DR & HILLSBORO PKE","NASHVILLE","MIDTOW",36.10094,-86.81873,"MOTOR VEHICLE IN TRANSPORT","37215","2020","June","Summer","12","Tuesday","Weekday","No Injuries","No Fatalities"
9.98031825284545e-314,2020-06-04 12:25:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","STATE HWY 155 & BUENA VISTA PIKE","NASHVILLE","NORTH",36.23244,-86.82602,"MOTOR VEHICLE IN TRANSPORT","37218","2020","June","Summer","12","Thursday","Weekday","No Injuries","No Fatalities"
9.98036213476798e-314,2020-07-23 00:44:00,1,0,0,NA,"Y","UNKNOWN","RAIN","DAYLIGHT","HICKORY HOLLOW PKWY & MT VIEW RD","ANTIOCH","SOUTH",36.05879,-86.67042,"UNKNOWN MOST HARMFUL EVENT","37013","2020","July","Summer","00","Thursday","Weekday","No Injuries","No Fatalities"
9.98036215650687e-314,2020-07-23 00:01:00,2,1,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DAYLIGHT","MM 75 2 I 65","BRENTWOOD","MIDTOW",36.04689,-86.77734,"MOTOR VEHICLE IN TRANSPORT","37027","2020","July","Summer","00","Thursday","Weekday","Injuries","No Fatalities"
9.98036215996533e-314,2020-07-23 00:20:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DUSK","I 40 & UNKNOWN RAMP","NASHVILLE","HERMIT",36.13889,-86.72923,"WALL","37210","2020","July","Summer","00","Thursday","Weekday","No Injuries","No Fatalities"
9.98036217231697e-314,2020-07-23 00:40:00,2,2,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","31ST AVN & WEST END AV","NASHVILLE","MIDTOW",36.14284,-86.81568,"PARKED MOTOR VEHICLE","37203","2020","July","Summer","00","Thursday","Weekday","Injuries","No Fatalities"
9.98036217923389e-314,2020-07-22 05:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 86 5 I 65","NASHVILLE","NORTH",36.19309,-86.77724,"GUARDRAIL FACE","37207","2020","July","Summer","05","Wednesday","Weekday","No Injuries","No Fatalities"
9.98036221134815e-314,2020-07-23 01:30:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","I40 E ENT RAMP & I 40","NASHVILLE","WEST",36.1438,-86.69959,"WALL","37205","2020","July","Summer","01","Thursday","Weekday","Injuries","No Fatalities"
9.98036221184222e-314,2020-07-23 01:31:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","GALLATIN PKES & STATE RT 45","MADISON","MADISO",36.26265,-86.71206,"PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw","37115","2020","July","Summer","01","Thursday","Weekday","No Injuries","No Fatalities"
9.98036222419386e-314,2020-07-23 01:24:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","NOLENSVILLE RD & BURKITT RD","NOLENSVILLE","SOUTH",35.99144,-86.68373,"MOTOR VEHICLE IN TRANSPORT","37135","2020","July","Summer","01","Thursday","Weekday","No Injuries","No Fatalities"
9.98036224346242e-314,2020-07-23 02:24:00,2,1,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - NOT LIGHTED","BELL RD & MT VIEW RD","ANTIOCH","SOUTH",36.05003,-86.64932,"MOTOR VEHICLE IN TRANSPORT","37013","2020","July","Summer","02","Thursday","Weekday","Injuries","No Fatalities"
9.98036226421318e-314,2020-07-22 05:00:00,3,0,0,NA,"Y","ANGLE","RAIN","DARK - NOT LIGHTED","MM 88 5 I 65","NASHVILLE","NORTH",36.22362,-86.77455,"MOTOR VEHICLE IN TRANSPORT;UNKNOWN MOST HARMFUL EVENT","37207","2020","July","Summer","05","Wednesday","Weekday","No Injuries","No Fatalities"
9.98036228990459e-314,2020-07-23 03:41:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAWN","MM 51 4 I 24","NASHVILLE","HERMIT",36.13821,-86.72786,"WALL;Ran Off Road-Right","37210","2020","July","Summer","03","Thursday","Weekday","No Injuries","No Fatalities"
9.98036515993193e-314,2020-07-26 02:00:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","MM 51 6 I 24","NASHVILLE","HERMIT",36.14045,-86.73168,"MOTOR VEHICLE IN TRANSPORT","37210","2020","July","Summer","02","Sunday","Weekend","Injuries","No Fatalities"
9.98036518809367e-314,2020-07-26 02:39:00,2,0,0,NA,"Y","Rear to Side","RAIN","DARK - NOT LIGHTED","LEGACY DR & CRESSENT GLEN CT","ANTIOCH","SOUTH",36.00873,-86.65131,"MOTOR VEHICLE IN TRANSPORT","37013","2020","July","Summer","02","Sunday","Weekend","No Injuries","No Fatalities"
9.9803659010304e-314,2020-07-27 00:29:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","I65 S ENT RAMP & I40 W ENT RAMP","NASHVILLE","MIDTOW",36.1469,-86.77746,"","37203","2020","July","Summer","00","Monday","Weekday","Injuries","No Fatalities"
9.98036698006977e-314,2020-07-28 03:00:00,1,3,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","0 MARRIOTT DR","NASHVILLE","HERMIT",36.15323,-86.68769,"UTILITY POLE;Ran Off Road-Right","37214","2020","July","Summer","03","Tuesday","Weekday","Injuries","No Fatalities"
9.9803669825401e-314,2020-07-27 05:00:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","I24E & I40 E ENT RAMP","NASHVILLE","HERMIT",36.1399,-86.72639,"CONCRETE TRAFFIC BARRIER","37210","2020","July","Summer","05","Monday","Weekday","Injuries","No Fatalities"
